,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3104,white,2.028148247292285,-1.5606477482646683,0.49,0.9162907318741551,-3.0576076772720784,2.995732273553991,130.0,0.99178,3.15,-0.7339691750802004,11.1,5
3105,white,2.0412203288596382,-1.3470736479666092,0.51,0.9555114450274363,-3.101092789211817,3.258096538021482,159.0,0.99126,3.0,-0.6931471805599453,11.2,6
3106,white,2.028148247292285,-1.3093333199837622,0.52,1.1631508098056809,-3.146555163288575,3.332204510175204,152.0,0.99129,3.02,-0.6348782724359695,11.4,6
3107,white,2.0412203288596382,-1.3862943611198906,0.49,0.9162907318741551,-3.0576076772720784,3.4339872044851463,169.0,0.99252,3.07,-0.5621189181535413,10.6,6
3108,white,2.028148247292285,-1.0498221244986778,0.46,2.6878474937846906,-3.0576076772720784,3.4965075614664802,151.0,0.99709,3.03,-0.6348782724359695,10.3,5
3109,white,1.9315214116032138,-1.2039728043259361,0.36,1.5040773967762742,-2.9187712324178627,3.4339872044851463,203.0,0.99513,3.4,-0.5621189181535413,10.4,4
3110,white,1.9021075263969205,-1.4271163556401458,0.46,0.7884573603642703,-3.4112477175156566,2.9444389791664403,111.0,0.99045,3.1,-0.4780358009429998,11.9,6
3111,white,1.8718021769015913,-1.4696759700589417,0.39,0.6418538861723947,-3.3242363405260273,3.713572066704308,98.0,0.99,3.19,-0.843970070294529,11.9,7
3112,white,2.028148247292285,-1.4696759700589417,0.34,0.47000362924573563,-3.146555163288575,3.1780538303479458,129.0,0.99305,3.12,-0.35667494393873245,10.4,5
3113,white,1.8718021769015913,-1.4271163556401458,0.39,2.8507065015037334,-2.9565115604007097,3.091042453358316,126.0,0.99888,3.11,-0.7550225842780328,9.2,6
3114,white,1.840549633397487,-1.7719568419318752,0.32,1.4350845252893227,-3.2188758248682006,3.6109179126442243,117.0,0.99182,3.24,-0.843970070294529,11.3,6
3115,white,1.840549633397487,-1.7719568419318752,0.32,1.4350845252893227,-3.2188758248682006,3.6109179126442243,117.0,0.99182,3.24,-0.843970070294529,11.3,6
3116,white,1.9021075263969205,-1.5606477482646683,0.37,0.9162907318741551,-3.3813947543659757,3.5553480614894135,89.0,0.9913,3.25,-0.6931471805599453,11.0,7
3117,white,1.8718021769015913,-1.4696759700589417,0.39,0.6418538861723947,-3.3242363405260273,3.713572066704308,98.0,0.99,3.19,-0.843970070294529,11.9,7
3118,white,1.7749523509116738,-1.2729656758128873,0.39,0.3364722366212129,-3.473768074496991,3.8501476017100584,147.0,0.98836,3.08,-0.4462871026284195,12.9,7
3119,white,1.7749523509116738,-1.6607312068216509,0.37,-0.2231435513142097,-3.611918412977808,1.0986122886681098,21.0,0.9897,3.09,-1.171182981502945,10.8,5
3120,white,1.824549292051046,-1.3862943611198906,0.42,2.0794415416798357,-3.0159349808715104,3.970291913552122,206.0,0.99586,3.16,-0.7550225842780328,9.1,6
3121,white,2.028148247292285,-1.4696759700589417,0.34,0.47000362924573563,-3.146555163288575,3.1780538303479458,129.0,0.99305,3.12,-0.35667494393873245,10.4,5
3122,white,1.7227665977411035,-1.7147984280919266,0.27,0.5306282510621704,-3.506557897319982,3.4339872044851463,103.0,0.98892,3.35,-0.9942522733438669,12.9,6
3123,white,1.7047480922384253,-1.7147984280919266,0.22,1.7047480922384253,-3.2968373663379125,2.302585092994046,86.0,0.99156,3.46,-0.8209805520698302,12.2,5
3124,white,1.8718021769015913,-1.4271163556401458,0.39,2.8507065015037334,-2.9565115604007097,3.091042453358316,126.0,0.99888,3.11,-0.7550225842780328,9.2,6
3125,white,2.0014800002101243,-1.4696759700589417,0.38,2.151762203259462,-2.9565115604007097,3.713572066704308,150.0,0.99534,3.06,-0.7765287894989963,10.3,5
3126,white,1.9740810260220096,-1.7719568419318752,0.37,1.9315214116032138,-2.8302178350764176,3.8501476017100584,128.0,0.99322,3.08,-0.7765287894989963,11.0,7
3127,white,2.028148247292285,-1.2039728043259361,0.38,0.7419373447293773,-3.146555163288575,2.302585092994046,98.0,0.99296,3.17,-0.4307829160924542,11.0,5
3128,white,1.6094379124341003,-1.4271163556401458,0.21,0.7884573603642703,-3.2441936328524905,3.4339872044851463,100.0,0.99098,3.69,-0.4780358009429998,11.7,6
3129,white,1.8082887711792655,-1.5606477482646683,0.38,0.4054651081081644,-3.2441936328524905,3.6109179126442243,122.0,0.98972,3.2,-0.843970070294529,12.0,6
3130,white,1.8718021769015913,-1.1086626245216111,0.38,0.9162907318741551,-3.0576076772720784,3.4011973816621555,148.0,0.98964,3.17,-0.843970070294529,12.7,6
3131,white,1.840549633397487,-1.0498221244986778,0.26,2.8678989020441064,-2.796881414808826,4.07753744390572,198.0,0.99918,3.11,-0.7133498878774648,8.8,5
3132,white,1.840549633397487,-1.7719568419318752,0.32,1.4350845252893227,-3.2188758248682006,3.6109179126442243,117.0,0.99182,3.24,-0.843970070294529,11.3,6
3133,white,1.8870696490323797,-1.3862943611198906,0.35,1.0647107369924282,-3.3813947543659757,3.6375861597263857,121.0,0.99008,3.19,-0.916290731874155,12.8,6
3134,white,1.8718021769015913,-1.8325814637483102,0.33,1.5686159179138452,-3.146555163288575,3.8066624897703196,114.0,0.992,3.18,-0.8209805520698302,11.2,6
3135,white,1.8870696490323797,-0.941608539858445,0.39,2.4765384001174837,-2.864704011147587,3.9318256327243257,221.0,0.99851,3.26,-0.6733445532637656,8.9,6
3136,white,1.7227665977411035,-1.6607312068216509,0.27,-0.10536051565782628,-3.2188758248682006,3.9512437185814275,103.0,0.99026,3.5,-0.941608539858445,11.2,5
3137,white,1.824549292051046,-1.3862943611198906,0.39,0.26236426446749106,-2.9759296462578115,3.7376696182833684,135.0,0.9906,3.23,-0.916290731874155,11.1,6
3138,white,1.9315214116032138,-1.5141277326297755,0.43,1.8562979903656263,-3.170085660698769,3.5263605246161616,115.0,0.99293,3.05,-0.6733445532637656,10.8,6
3139,white,1.824549292051046,-1.6607312068216509,0.29,1.4586150226995167,-3.101092789211817,3.4965075614664802,126.0,0.99658,3.18,-0.8675005677047231,9.3,6
3140,white,1.8870696490323797,-0.941608539858445,0.39,2.4765384001174837,-2.864704011147587,3.9318256327243257,221.0,0.99851,3.26,-0.6733445532637656,8.9,6
3141,white,1.7749523509116738,-1.1086626245216111,0.32,2.0918640616783932,-3.270169119255751,2.1972245773362196,34.0,0.9911,3.22,-1.0216512475319814,12.7,7
3142,white,2.0541237336955462,-1.7719568419318752,0.5,0.26236426446749106,-3.101092789211817,3.5553480614894135,140.0,0.9904,3.16,-0.916290731874155,12.0,6
3143,white,1.7047480922384253,-1.6607312068216509,0.27,-0.10536051565782628,-3.2188758248682006,3.9512437185814275,103.0,0.99026,3.5,-0.941608539858445,11.2,5
3144,white,1.824549292051046,-1.4696759700589417,0.36,2.8449093838194073,-3.2441936328524905,3.6109179126442243,130.0,0.99946,3.23,-0.843970070294529,8.8,6
3145,white,1.824549292051046,-1.4696759700589417,0.36,2.8449093838194073,-3.2441936328524905,3.6109179126442243,130.0,0.99946,3.23,-0.843970070294529,8.8,6
3146,white,1.824549292051046,-1.4696759700589417,0.36,2.8449093838194073,-3.2441936328524905,3.6109179126442243,130.0,0.99946,3.23,-0.843970070294529,8.8,6
3147,white,1.9740810260220096,-1.1394342831883648,0.4,2.163323025660538,-3.270169119255751,3.8066624897703196,154.0,0.99568,3.2,-0.7550225842780328,10.4,6
3148,white,1.824549292051046,-1.4696759700589417,0.36,2.8449093838194073,-3.2441936328524905,3.6109179126442243,130.0,0.99946,3.23,-0.843970070294529,8.8,6
3149,white,1.9740810260220096,-1.1394342831883648,0.4,2.163323025660538,-3.270169119255751,3.8066624897703196,154.0,0.99568,3.2,-0.7550225842780328,10.4,6
3150,white,1.7578579175523736,-0.941608539858445,0.47,2.0149030205422647,-3.611918412977808,2.4849066497880004,88.0,0.9907,3.38,-0.7985076962177716,14.0,6
3151,white,1.824549292051046,-1.4696759700589417,0.36,2.8449093838194073,-3.2441936328524905,3.6109179126442243,130.0,0.99946,3.23,-0.843970070294529,8.8,6
3152,white,2.028148247292285,-1.3862943611198906,1.23,1.5260563034950492,-3.3524072174927233,3.9318256327243257,294.0,0.99018,3.03,-0.843970070294529,13.1,6
3153,white,1.7578579175523736,-1.2378743560016174,0.33,1.308332819650179,-3.540459448995663,3.4011973816621555,88.0,0.98994,3.25,-0.8675005677047231,12.3,6
3154,white,1.9740810260220096,-0.916290731874155,0.38,0.7884573603642703,-3.506557897319982,3.6888794541139363,109.0,0.99075,3.27,-0.7765287894989963,12.6,6
3155,white,1.916922612182061,-0.941608539858445,0.34,2.0014800002101243,-3.912023005428146,3.6375861597263857,133.0,0.99212,3.18,-0.8209805520698302,12.0,7
3156,white,1.8082887711792655,-1.7719568419318752,0.42,2.714694743820879,-3.4112477175156566,3.332204510175204,124.0,0.99684,2.87,-0.7550225842780328,9.5,5
3157,white,1.916922612182061,-0.941608539858445,0.34,2.0014800002101243,-3.912023005428146,3.6375861597263857,133.0,0.99212,3.18,-0.8209805520698302,12.0,7
3158,white,1.9600947840472698,-1.0216512475319814,0.37,1.5686159179138452,-3.9633162998156966,3.6635616461296463,114.0,0.99036,3.08,-0.7133498878774648,12.7,7
3159,white,1.9315214116032138,-1.6607312068216509,0.32,2.066862759472976,-3.170085660698769,3.4011973816621555,130.0,0.99456,3.4,-0.941608539858445,10.5,6
3160,white,1.8718021769015913,-1.0788096613719298,0.46,0.0,-3.7722610630529876,1.791759469228055,80.0,0.98865,3.15,-0.616186139423817,12.9,6
3161,white,1.8082887711792655,-1.7719568419318752,0.42,2.714694743820879,-3.4112477175156566,3.332204510175204,124.0,0.99684,2.87,-0.7550225842780328,9.5,5
3162,white,1.916922612182061,-0.941608539858445,0.34,2.0014800002101243,-3.912023005428146,3.6375861597263857,133.0,0.99212,3.18,-0.8209805520698302,12.0,7
3163,white,1.9600947840472698,-1.0216512475319814,0.37,1.5686159179138452,-3.9633162998156966,3.6635616461296463,114.0,0.99036,3.08,-0.7133498878774648,12.7,7
3164,white,2.0541237336955462,-1.2039728043259361,0.36,1.5260563034950492,-3.7297014486341915,2.995732273553991,198.0,0.99222,3.06,-0.4155154439616658,11.9,6
3165,white,1.8082887711792655,-0.3856624808119846,0.52,0.3364722366212129,-3.2968373663379125,3.4657359027997265,123.0,0.99022,3.24,-0.7985076962177716,12.0,6
3166,white,1.6486586255873816,-1.0788096613719298,0.37,1.824549292051046,-3.473768074496991,3.7376696182833684,133.0,0.99076,3.25,-0.8915981192837836,12.5,6
3167,white,1.7227665977411035,-1.2729656758128873,0.4,1.8082887711792655,-3.3813947543659757,3.58351893845611,118.0,0.99144,3.21,-0.843970070294529,12.1,7
3168,white,1.824549292051046,-1.6607312068216509,0.38,1.62924053973028,-3.9633162998156966,3.091042453358316,82.0,0.98961,3.05,-1.0216512475319814,12.5,6
3169,white,1.7404661748405046,-1.8325814637483102,0.26,1.840549633397487,-3.146555163288575,3.332204510175204,113.0,0.9936,3.06,-0.5447271754416722,9.9,6
3170,white,2.028148247292285,-1.7719568419318752,0.46,-0.10536051565782628,-3.3242363405260273,4.143134726391533,147.0,0.99126,3.02,-0.8915981192837836,10.7,6
3171,white,1.9878743481543455,-1.6094379124341003,0.39,0.8329091229351039,-3.036554268074246,3.1780538303479458,87.0,0.99044,2.94,-1.0498221244986778,12.0,6
3172,white,1.9021075263969205,-1.1086626245216111,0.36,1.8870696490323797,-3.170085660698769,3.5263605246161616,116.0,0.99123,2.97,-1.171182981502945,12.2,8
3173,white,1.9021075263969205,-1.1086626245216111,0.34,2.0149030205422647,-3.3242363405260273,3.6635616461296463,124.0,0.99123,2.99,-1.1394342831883648,12.4,8
3174,white,1.9315214116032138,-1.0216512475319814,0.35,2.151762203259462,-3.270169119255751,3.6109179126442243,125.0,0.9916,3.0,-1.1394342831883648,12.4,8
3175,white,2.0541237336955462,-1.5606477482646683,0.34,2.4765384001174837,-3.2441936328524905,4.007333185232471,140.0,0.9959,3.02,-1.171182981502945,10.3,6
3176,white,1.9878743481543455,-1.6094379124341003,0.39,0.8329091229351039,-3.036554268074246,3.1780538303479458,87.0,0.99044,2.94,-1.0498221244986778,12.0,6
3177,white,1.7227665977411035,-0.8915981192837836,0.22,1.9600947840472698,-2.995732273553991,3.784189633918261,154.0,0.9931,3.3,-0.916290731874155,10.5,5
3178,white,2.028148247292285,-1.8971199848858813,0.35,1.4586150226995167,-2.9759296462578115,3.1354942159291497,98.0,0.99422,3.1,-0.8209805520698302,9.5,6
3179,white,2.1400661634962708,-1.6094379124341003,0.4,0.09531017980432493,-3.079113882493042,3.4339872044851463,106.0,0.99194,3.0,-1.0498221244986778,10.5,4
3180,white,1.8718021769015913,-1.4271163556401458,0.38,0.0,-3.611918412977808,3.4339872044851463,90.0,0.98926,3.24,-1.0216512475319814,12.3,6
3181,white,2.1162555148025524,-1.8325814637483102,0.37,2.066862759472976,-3.6888794541139363,3.6375861597263857,107.0,0.99306,2.93,-0.9942522733438669,11.9,6
3182,white,1.7047480922384253,-2.120263536200091,0.33,0.0,-3.270169119255751,3.1354942159291497,131.0,0.99164,3.25,-0.7985076962177716,9.8,5
3183,white,1.8718021769015913,-1.4271163556401458,0.38,0.0,-3.611918412977808,3.4339872044851463,90.0,0.98926,3.24,-1.0216512475319814,12.3,6
3184,white,1.824549292051046,-2.3025850929940455,0.41,0.0,-3.2188758248682006,2.833213344056216,76.0,0.98988,3.14,-0.579818495252942,11.4,7
3185,white,1.8718021769015913,-1.5606477482646683,0.4,1.9878743481543455,-3.1941832122778293,3.8918202981106265,115.0,0.99268,3.21,-0.843970070294529,11.0,6
3186,white,2.163323025660538,-1.2039728043259361,0.59,0.5306282510621704,-3.079113882493042,2.302585092994046,70.0,0.99373,3.06,-0.579818495252942,10.8,4
3187,white,1.9021075263969205,-1.7147984280919266,0.37,0.26236426446749106,-3.611918412977808,3.7376696182833684,125.0,0.98939,3.24,-0.9942522733438669,12.8,7
3188,white,1.9459101490553132,-1.7719568419318752,0.36,1.8562979903656263,-2.900422093749666,3.7376696182833684,123.0,0.99318,3.11,-0.6931471805599453,11.0,8
3189,white,1.8870696490323797,-1.6607312068216509,0.33,0.5877866649021191,-3.3524072174927233,3.7376696182833684,148.0,0.99196,3.15,-1.0216512475319814,10.2,5
3190,white,1.7578579175523736,-1.2729656758128873,0.3,0.4054651081081644,-3.649658740960655,3.4339872044851463,114.0,0.98952,3.32,-0.5108256237659907,12.5,7
3191,white,2.028148247292285,-1.4271163556401458,0.44,1.33500106673234,-3.2968373663379125,3.8918202981106265,146.0,0.9911,3.06,-0.9942522733438669,11.6,6
3192,white,2.1162555148025524,-1.8325814637483102,0.37,2.066862759472976,-3.6888794541139363,3.6375861597263857,107.0,0.99306,2.93,-0.9942522733438669,11.9,6
3193,white,1.7047480922384253,-2.120263536200091,0.33,0.0,-3.270169119255751,3.1354942159291497,131.0,0.99164,3.25,-0.7985076962177716,9.8,5
3194,white,1.7404661748405046,-1.8325814637483102,0.32,0.1823215567939546,-3.3242363405260273,1.9459101490553132,89.0,0.99111,3.26,-0.7339691750802004,11.0,5
3195,white,1.9459101490553132,-1.5606477482646683,0.42,1.667706820558076,-3.2968373663379125,3.58351893845611,123.0,0.99321,3.14,-0.6539264674066639,10.9,6
3196,white,1.8562979903656263,-1.5141277326297755,0.38,2.2082744135228043,-3.123565645063876,3.5553480614894135,127.0,0.99326,2.97,-1.2039728043259361,11.0,7
3197,white,2.066862759472976,-1.0788096613719298,0.44,1.8718021769015913,-3.611918412977808,3.8501476017100584,126.0,0.99124,2.96,-0.9942522733438669,12.5,6
3198,white,1.8562979903656263,-1.5141277326297755,0.38,2.2082744135228043,-3.123565645063876,3.5553480614894135,127.0,0.99326,2.97,-1.2039728043259361,11.0,7
3199,white,1.916922612182061,-1.5606477482646683,0.4,1.840549633397487,-3.4420193761824103,3.6888794541139363,121.0,0.99214,3.18,-0.6348782724359695,12.0,7
3200,white,1.6486586255873816,-1.171182981502945,0.36,1.62924053973028,-3.473768074496991,3.828641396489095,145.0,0.9897,3.14,-1.171182981502945,12.4,7
3201,white,2.066862759472976,-1.0788096613719298,0.44,1.8718021769015913,-3.611918412977808,3.8501476017100584,126.0,0.99124,2.96,-0.9942522733438669,12.5,6
3202,white,1.7227665977411035,-0.8675005677047231,0.34,0.8754687373538999,-3.816712825623821,3.5263605246161616,97.0,0.98915,3.22,-0.9675840262617056,12.8,7
3203,white,1.8562979903656263,-1.5141277326297755,0.38,2.2082744135228043,-3.123565645063876,3.5553480614894135,127.0,0.99326,2.97,-1.2039728043259361,11.0,7
3204,white,1.916922612182061,-1.2729656758128873,0.34,2.0149030205422647,-3.3524072174927233,3.5263605246161616,177.0,0.99692,3.33,-0.843970070294529,9.1,5
3205,white,1.916922612182061,-0.7985076962177716,0.36,1.6094379124341003,-3.4112477175156566,3.332204510175204,156.0,0.991,3.11,-0.916290731874155,12.4,7
3206,white,1.8870696490323797,-1.2378743560016174,0.39,1.9095425048844386,-3.473768074496991,3.091042453358316,98.0,0.9913,3.15,-0.2231435513142097,12.9,7
3207,white,1.916922612182061,-1.5606477482646683,0.42,0.1823215567939546,-3.101092789211817,3.1780538303479458,126.0,0.99234,3.09,-0.13926206733350766,10.9,6
3208,white,1.916922612182061,-1.3862943611198906,0.24,0.47000362924573563,-3.101092789211817,3.6635616461296463,164.0,0.99402,3.53,-0.5447271754416722,10.8,5
3209,white,1.8562979903656263,-1.5606477482646683,0.34,2.775708849576025,-3.2188758248682006,4.02535169073515,142.0,0.99678,3.11,-0.9675840262617056,10.6,5
3210,white,1.7578579175523736,-1.1086626245216111,0.23,1.6094379124341003,-2.9374633654300153,3.367295829986474,106.0,0.99458,3.13,-0.6539264674066639,9.0,5
3211,white,2.1041341542702074,-1.2039728043259361,0.44,2.517696472610991,-3.146555163288575,3.9512437185814275,154.0,0.99452,3.04,-1.1086626245216111,12.0,6
3212,white,1.8562979903656263,-1.4271163556401458,0.32,-0.05129329438755058,-3.1941832122778293,3.1354942159291497,131.0,0.99033,3.25,-1.0498221244986778,11.8,5
3213,white,2.0149030205422647,-1.7147984280919266,0.45,1.5260563034950492,-3.1941832122778293,4.204692619390966,158.0,0.9927,3.01,-0.9675840262617056,10.6,6
3214,white,1.6486586255873816,-1.0936247471570706,0.2,0.5306282510621704,-3.4112477175156566,2.833213344056216,74.0,0.99002,3.34,-0.7339691750802004,12.3,6
3215,white,1.9600947840472698,-1.9661128563728327,0.33,0.0,-2.2633643798407643,2.995732273553991,54.0,0.99057,3.19,-0.4462871026284195,11.5,6
3216,white,1.9740810260220096,-2.0402208285265546,0.46,0.26236426446749106,-3.123565645063876,3.871201010907891,111.0,0.99127,2.97,-0.7985076962177716,11.1,5
3217,white,1.7578579175523736,-1.1086626245216111,0.23,1.6094379124341003,-2.9374633654300153,3.367295829986474,106.0,0.99458,3.13,-0.6539264674066639,9.0,5
3218,white,1.8718021769015913,-1.2378743560016174,0.25,0.9162907318741551,-1.9519282213808764,2.0794415416798357,111.0,0.9927,3.0,-0.8209805520698302,9.9,4
3219,white,1.824549292051046,-1.0498221244986778,0.31,0.9555114450274363,-3.3242363405260273,3.6109179126442243,92.0,0.98938,3.27,-0.6348782724359695,12.8,7
3220,white,2.1972245773362196,-0.9675840262617056,0.53,0.7419373447293773,-2.282782465697866,2.9444389791664403,76.0,0.99001,2.93,-0.5621189181535413,12.9,5
3221,white,1.8870696490323797,-1.4271163556401458,0.38,2.545531271604435,-3.3813947543659757,2.0794415416798357,74.0,0.99386,3.1,-0.5621189181535413,12.9,6
3222,white,1.8870696490323797,-1.8325814637483102,0.34,0.09531017980432493,-3.2968373663379125,3.713572066704308,115.0,0.9899,3.01,-0.3856624808119846,12.0,6
3223,white,2.1041341542702074,-1.2039728043259361,0.44,2.517696472610991,-3.146555163288575,3.9512437185814275,154.0,0.99452,3.04,-1.1086626245216111,12.0,6
3224,white,1.7404661748405046,-1.8971199848858813,0.28,1.308332819650179,-3.101092789211817,4.04305126783455,151.0,0.9913,3.22,-1.3093333199837622,11.2,6
3225,white,1.8870696490323797,-1.1086626245216111,0.4,0.9745596399981308,-3.1941832122778293,3.5553480614894135,86.0,0.98916,3.11,-0.941608539858445,13.3,7
